"ShipName","ShipAddress","ShipCity","ShipRegion","ShipPostalCode","ShipCountry","CustomerID","CustomerName","Address","City","Region","PostalCode","Country","Salesperson","OrderID","OrderDate","RequiredDate","ShippedDate","ShipperName","ProductID","ProductName","UnitPrice","Quantity","Discount","ExtendedPrice","Freight"
"Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","North America","87110","USA","ALFKI","Alfreds Futterkiste","Obere Str. 57","Berlin","Western Europe","12209","Germany","0.0","16198","","","","United Package","59","Raclette Courdavault","55","22","0.0","1210.0","272.25"
"Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","North America","87110","USA","ALFKI","Alfreds Futterkiste","Obere Str. 57","Berlin","Western Europe","12209","Germany","0.0","16198","","","","United Package","60","Camembert Pierrot","34","36","0.0","1224.0","272.25"
"Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","North America","87110","USA","ALFKI","Alfreds Futterkiste","Obere Str. 57","Berlin","Western Europe","12209","Germany","0.0","16198","","","","United Package","63","Vegie-spread","43.9","38","0.0","1668.2","272.25"
"Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","North America","87110","USA","ALFKI","Alfreds Futterkiste","Obere Str. 57","Berlin","Western Europe","12209","Germany","0.0","16198","","","","United Package","68","Scottish Longbreads","12.5","44","0.0","550.0","272.25"
"Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","North America","87110","USA","ALFKI","Alfreds Futterkiste","Obere Str. 57","Berlin","Western Europe","12209","Germany","0.0","16198","","","","United Package","70","Outback Lager","15","49","0.0","735.0","272.25"
"Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","North America","87110","USA","ALFKI","Alfreds Futterkiste","Obere Str. 57","Berlin","Western Europe","12209","Germany","0.0","16198","","","","United Package","73","Röd Kaviar","15","39","0.0","585.0","272.25"
"Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","North America","87110","USA","ALFKI","Alfreds Futterkiste","Obere Str. 57","Berlin","Western Europe","12209","Germany","0.0","16198","","","","United Package","74","Longlife Tofu","10","48","0.0","480.0","272.25"
"Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","North America","87110","USA","ALFKI","Alfreds Futterkiste","Obere Str. 57","Berlin","Western Europe","12209","Germany","0.0","16198","","","","United Package","75","Rhönbräu Klosterbier","7.75","15","0.0","116.25","272.25"
"Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","North America","87110","USA","ALFKI","Alfreds Futterkiste","Obere Str. 57","Berlin","Western Europe","12209","Germany","0.0","16198","","","","United Package","76","Lakkalikööri","18","17","0.0","306.0","272.25"
"LINO-Delicateses","Ave. 5 de Mayo Porlamar","I. de Margarita","South America","4980","Venezuela","ALFKI","Alfreds Futterkiste","Obere Str. 57","Berlin","Western Europe","12209","Germany","0.0","19903","","","","Federal Shipping","2","Chang","19","46","0.0","874.0","163.5"
"LINO-Delicateses","Ave. 5 de Mayo Porlamar","I. de Margarita","South America","4980","Venezuela","ALFKI","Alfreds Futterkiste","Obere Str. 57","Berlin","Western Europe","12209","Germany","0.0","19903","","","","Federal Shipping","7","Uncle Bob's Organic Dried Pears","30","11","0.0","330.0","163.5"
"LINO-Delicateses","Ave. 5 de Mayo Porlamar","I. de Margarita","South America","4980","Venezuela","ALFKI","Alfreds Futterkiste","Obere Str. 57","Berlin","Western Europe","12209","Germany","0.0","19903","","","","Federal Shipping","20","Sir Rodney's Marmalade","81","50","0.0","4050.0","163.5"
"LINO-Delicateses","Ave. 5 de Mayo Porlamar","I. de Margarita","South America","4980","Venezuela","ALFKI","Alfreds Futterkiste","Obere Str. 57","Berlin","Western Europe","12209","Germany","0.0","19903","","","","Federal Shipping","23","Tunnbröd","9","26","0.0","234.0","163.5"
"LINO-Delicateses","Ave. 5 de Mayo Porlamar","I. de Margarita","South America","4980","Venezuela","ALFKI","Alfreds Futterkiste","Obere Str. 57","Berlin","Western Europe","12209","Germany","0.0","19903","","","","Federal Shipping","26","Gumbär Gummibärchen","31.23","20","0.0","624.6","163.5"
"LINO-Delicateses","Ave. 5 de Mayo Porlamar","I. de Margarita","South America","4980","Venezuela","ALFKI","Alfreds Futterkiste","Obere Str. 57","Berlin","Western Europe","12209","Germany","0.0","19903","","","","Federal Shipping","28","Rössle Sauerkraut","45.6","12","0.0","547.2","163.5"
"LINO-Delicateses","Ave. 5 de Mayo Porlamar","I. de Margarita","South America","4980","Venezuela","ALFKI","Alfreds Futterkiste","Obere Str. 57","Berlin","Western Europe","12209","Germany","0.0","19903","","","","Federal Shipping","29","Thüringer Rostbratwurst","123.79","32","0.0","3961.28","163.5"
"LINO-Delicateses","Ave. 5 de Mayo Porlamar","I. de Margarita","South America","4980","Venezuela","ALFKI","Alfreds Futterkiste","Obere Str. 57","Berlin","Western Europe","12209","Germany","0.0","19903","","","","Federal Shipping","39","Chartreuse verte","18","12","0.0","216.0","163.5"
"LINO-Delicateses","Ave. 5 de Mayo Porlamar","I. de Margarita","South America","4980","Venezuela","ALFKI","Alfreds Futterkiste","Obere Str. 57","Berlin","Western Europe","12209","Germany","0.0","19903","","","","Federal Shipping","40","Boston Crab Meat","18.4","14","0.0","257.6","163.5"
"LINO-Delicateses","Ave. 5 de Mayo Porlamar","I. de Margarita","South America","4980","Venezuela","ALFKI","Alfreds Futterkiste","Obere Str. 57","Berlin","Western Europe","12209","Germany","0.0","19903","","","","Federal Shipping","42","Singaporean Hokkien Fried Mee","14","9","0.0","126.0","163.5"
"LINO-Delicateses","Ave. 5 de Mayo Porlamar","I. de Margarita","South America","4980","Venezuela","ALFKI","Alfreds Futterkiste","Obere Str. 57","Berlin","Western Europe","12209","Germany","0.0","19903","","","","Federal Shipping","43","Ipoh Coffee","46","41","0.0","1886.0","163.5"
"LINO-Delicateses","Ave. 5 de Mayo Porlamar","I. de Margarita","South America","4980","Venezuela","ALFKI","Alfreds Futterkiste","Obere Str. 57","Berlin","Western Europe","12209","Germany","0.0","19903","","","","Federal Shipping","46","Spegesild","12","12","0.0","144.0","163.5"
"LINO-Delicateses","Ave. 5 de Mayo Porlamar","I. de Margarita","South America","4980","Venezuela","ALFKI","Alfreds Futterkiste","Obere Str. 57","Berlin","Western Europe","12209","Germany","0.0","19903","","","","Federal Shipping","47","Zaanse koeken","9.5","13","0.0","123.5","163.5"
"LINO-Delicateses","Ave. 5 de Mayo Porlamar","I. de Margarita","South America","4980","Venezuela","ALFKI","Alfreds Futterkiste","Obere Str. 57","Berlin","Western Europe","12209","Germany","0.0","19903","","","","Federal Shipping","49","Maxilaku","20","25","0.0","500.0","163.5"
"LINO-Delicateses","Ave. 5 de Mayo Porlamar","I. de Margarita","South America","4980","Venezuela","ALFKI","Alfreds Futterkiste","Obere Str. 57","Berlin","Western Europe","12209","Germany","0.0","19903","","","","Federal Shipping","52","Filo Mix","7","40","0.0","280.0","163.5"
"LINO-Delicateses","Ave. 5 de Mayo Porlamar","I. de Margarita","South America","4980","Venezuela","ALFKI","Alfreds Futterkiste","Obere Str. 57","Berlin","Western Europe","12209","Germany","0.0","19903","","","","Federal Shipping","56","Gnocchi di nonna Alice","38","5","0.0","190.0","163.5"
"LINO-Delicateses","Ave. 5 de Mayo Porlamar","I. de Margarita","South America","4980","Venezuela","ALFKI","Alfreds Futterkiste","Obere Str. 57","Berlin","Western Europe","12209","Germany","0.0","19903","","","","Federal Shipping","57","Ravioli Angelo","19.5","20","0.0","390.0","163.5"
"LINO-Delicateses","Ave. 5 de Mayo Porlamar","I. de Margarita","South America","4980","Venezuela","ALFKI","Alfreds Futterkiste","Obere Str. 57","Berlin","Western Europe","12209","Germany","0.0","19903","","","","Federal Shipping","58","Escargots de Bourgogne","13.25","42","0.0","556.5","163.5"
"LINO-Delicateses","Ave. 5 de Mayo Porlamar","I. de Margarita","South America","4980","Venezuela","ALFKI","Alfreds Futterkiste","Obere Str. 57","Berlin","Western Europe","12209","Germany","0.0","19903","","","","Federal Shipping","59","Raclette Courdavault","55","5","0.0","275.0","163.5"
"LINO-Delicateses","Ave. 5 de Mayo Porlamar","I. de Margarita","South America","4980","Venezuela","ALFKI","Alfreds Futterkiste","Obere Str. 57","Berlin","Western Europe","12209","Germany","0.0","19903","","","","Federal Shipping","65","Louisiana Fiery Hot Pepper Sauce","21.05","3","0.0","63.15","163.5"
"LINO-Delicateses","Ave. 5 de Mayo Porlamar","I. de Margarita","South America","4980","Venezuela","ALFKI","Alfreds Futterkiste","Obere Str. 57","Berlin","Western Europe","12209","Germany","0.0","19903","","","","Federal Shipping","69","Gudbrandsdalsost","36","3","0.0","108.0","163.5"
"LINO-Delicateses","Ave. 5 de Mayo Porlamar","I. de Margarita","South America","4980","Venezuela","ALFKI","Alfreds Futterkiste","Obere Str. 57","Berlin","Western Europe","12209","Germany","0.0","19903","","","","Federal Shipping","72","Mozzarella di Giovanni","34.8","39","0.0","1357.2","163.5"
"LINO-Delicateses","Ave. 5 de Mayo Porlamar","I. de Margarita","South America","4980","Venezuela","ALFKI","Alfreds Futterkiste","Obere Str. 57","Berlin","Western Europe","12209","Germany","0.0","19903","","","","Federal Shipping","73","Röd Kaviar","15","45","0.0","675.0","163.5"
"LINO-Delicateses","Ave. 5 de Mayo Porlamar","I. de Margarita","South America","4980","Venezuela","ALFKI","Alfreds Futterkiste","Obere Str. 57","Berlin","Western Europe","12209","Germany","0.0","19903","","","","Federal Shipping","75","Rhönbräu Klosterbier","7.75","40","0.0","310.0","163.5"
"LINO-Delicateses","Ave. 5 de Mayo Porlamar","I. de Margarita","South America","4980","Venezuela","ALFKI","Alfreds Futterkiste","Obere Str. 57","Berlin","Western Europe","12209","Germany","0.0","19903","","","","Federal Shipping","77","Original Frankfurter grüne Soße","13","49","0.0","637.0","163.5"
"LILA-Supermercado","Carrera 52 con Ave. Bolívar #65-98 Llano Largo","Barquisimeto","South America","3508","Venezuela","ALFKI","Alfreds Futterkiste","Obere Str. 57","Berlin","Western Europe","12209","Germany","0.0","21363","","","","United Package","1","Chai","18","25","0.0","450.0","228.75"
"LILA-Supermercado","Carrera 52 con Ave. Bolívar #65-98 Llano Largo","Barquisimeto","South America","3508","Venezuela","ALFKI","Alfreds Futterkiste","Obere Str. 57","Berlin","Western Europe","12209","Germany","0.0","21363","","","","United Package","2","Chang","19","2","0.0","38.0","228.75"
"LILA-Supermercado","Carrera 52 con Ave. Bolívar #65-98 Llano Largo","Barquisimeto","South America","3508","Venezuela","ALFKI","Alfreds Futterkiste","Obere Str. 57","Berlin","Western Europe","12209","Germany","0.0","21363","","","","United Package","3","Aniseed Syrup","10","27","0.0","270.0","228.75"
"LILA-Supermercado","Carrera 52 con Ave. Bolívar #65-98 Llano Largo","Barquisimeto","South America","3508","Venezuela","ALFKI","Alfreds Futterkiste","Obere Str. 57","Berlin","Western Europe","12209","Germany","0.0","21363","","","","United Package","4","Chef Anton's Cajun Seasoning","22","27","0.0","594.0","228.75"
"LILA-Supermercado","Carrera 52 con Ave. Bolívar #65-98 Llano Largo","Barquisimeto","South America","3508","Venezuela","ALFKI","Alfreds Futterkiste","Obere Str. 57","Berlin","Western Europe","12209","Germany","0.0","21363","","","","United Package","11","Queso Cabrales","21","25","0.0","525.0","228.75"
"LILA-Supermercado","Carrera 52 con Ave. Bolívar #65-98 Llano Largo","Barquisimeto","South America","3508","Venezuela","ALFKI","Alfreds Futterkiste","Obere Str. 57","Berlin","Western Europe","12209","Germany","0.0","21363","","","","United Package","12","Queso Manchego La Pastora","38","21","0.0","798.0","228.75"
"LILA-Supermercado","Carrera 52 con Ave. Bolívar #65-98 Llano Largo","Barquisimeto","South America","3508","Venezuela","ALFKI","Alfreds Futterkiste","Obere Str. 57","Berlin","Western Europe","12209","Germany","0.0","21363","","","","United Package","17","Alice Mutton","39","44","0.0","1716.0","228.75"
"LILA-Supermercado","Carrera 52 con Ave. Bolívar #65-98 Llano Largo","Barquisimeto","South America","3508","Venezuela","ALFKI","Alfreds Futterkiste","Obere Str. 57","Berlin","Western Europe","12209","Germany","0.0","21363","","","","United Package","18","Carnarvon Tigers","62.5","3","0.0","187.5","228.75"
"LILA-Supermercado","Carrera 52 con Ave. Bolívar #65-98 Llano Largo","Barquisimeto","South America","3508","Venezuela","ALFKI","Alfreds Futterkiste","Obere Str. 57","Berlin","Western Europe","12209","Germany","0.0","21363","","","","United Package","19","Teatime Chocolate Biscuits","9.2","33","0.0","303.6","228.75"
"LILA-Supermercado","Carrera 52 con Ave. Bolívar #65-98 Llano Largo","Barquisimeto","South America","3508","Venezuela","ALFKI","Alfreds Futterkiste","Obere Str. 57","Berlin","Western Europe","12209","Germany","0.0","21363","","","","United Package","24","Guaraná Fantástica","4.5","36","0.0","162.0","228.75"
"LILA-Supermercado","Carrera 52 con Ave. Bolívar #65-98 Llano Largo","Barquisimeto","South America","3508","Venezuela","ALFKI","Alfreds Futterkiste","Obere Str. 57","Berlin","Western Europe","12209","Germany","0.0","21363","","","","United Package","25","NuNuCa Nuß-Nougat-Creme","14","31","0.0","434.0","228.75"
"LILA-Supermercado","Carrera 52 con Ave. Bolívar #65-98 Llano Largo","Barquisimeto","South America","3508","Venezuela","ALFKI","Alfreds Futterkiste","Obere Str. 57","Berlin","Western Europe","12209","Germany","0.0","21363","","","","United Package","28","Rössle Sauerkraut","45.6","7","0.0","319.2","228.75"
"LILA-Supermercado","Carrera 52 con Ave. Bolívar #65-98 Llano Largo","Barquisimeto","South America","3508","Venezuela","ALFKI","Alfreds Futterkiste","Obere Str. 57","Berlin","Western Europe","12209","Germany","0.0","21363","","","","United Package","29","Thüringer Rostbratwurst","123.79","38","0.0","4704.02","228.75"
"LILA-Supermercado","Carrera 52 con Ave. Bolívar #65-98 Llano Largo","Barquisimeto","South America","3508","Venezuela","ALFKI","Alfreds Futterkiste","Obere Str. 57","Berlin","Western Europe","12209","Germany","0.0","21363","","","","United Package","33","Geitost","2.5","46","0.0","115.0","228.75"
"LILA-Supermercado","Carrera 52 con Ave. Bolívar #65-98 Llano Largo","Barquisimeto","South America","3508","Venezuela","ALFKI","Alfreds Futterkiste","Obere Str. 57","Berlin","Western Europe","12209","Germany","0.0","21363","","","","United Package","34","Sasquatch Ale","14","34","0.0","476.0","228.75"
"LILA-Supermercado","Carrera 52 con Ave. Bolívar #65-98 Llano Largo","Barquisimeto","South America","3508","Venezuela","ALFKI","Alfreds Futterkiste","Obere Str. 57","Berlin","Western Europe","12209","Germany","0.0","21363","","","","United Package","37","Gravad lax","26","50","0.0","1300.0","228.75"
"LILA-Supermercado","Carrera 52 con Ave. Bolívar #65-98 Llano Largo","Barquisimeto","South America","3508","Venezuela","ALFKI","Alfreds Futterkiste","Obere Str. 57","Berlin","Western Europe","12209","Germany","0.0","21363","","","","United Package","38","Côte de Blaye","263.5","11","0.0","2898.5","228.75"
"LILA-Supermercado","Carrera 52 con Ave. Bolívar #65-98 Llano Largo","Barquisimeto","South America","3508","Venezuela","ALFKI","Alfreds Futterkiste","Obere Str. 57","Berlin","Western Europe","12209","Germany","0.0","21363","","","","United Package","39","Chartreuse verte","18","19","0.0","342.0","228.75"
"LILA-Supermercado","Carrera 52 con Ave. Bolívar #65-98 Llano Largo","Barquisimeto","South America","3508","Venezuela","ALFKI","Alfreds Futterkiste","Obere Str. 57","Berlin","Western Europe","12209","Germany","0.0","21363","","","","United Package","40","Boston Crab Meat","18.4","39","0.0","717.6","228.75"
"LILA-Supermercado","Carrera 52 con Ave. Bolívar #65-98 Llano Largo","Barquisimeto","South America","3508","Venezuela","ALFKI","Alfreds Futterkiste","Obere Str. 57","Berlin","Western Europe","12209","Germany","0.0","21363","","","","United Package","41","Jack's New England Clam Chowder","9.65","40","0.0","386.0","228.75"
"LILA-Supermercado","Carrera 52 con Ave. Bolívar #65-98 Llano Largo","Barquisimeto","South America","3508","Venezuela","ALFKI","Alfreds Futterkiste","Obere Str. 57","Berlin","Western Europe","12209","Germany","0.0","21363","","","","United Package","44","Gula Malacca","19.45","8","0.0","155.6","228.75"
"LILA-Supermercado","Carrera 52 con Ave. Bolívar #65-98 Llano Largo","Barquisimeto","South America","3508","Venezuela","ALFKI","Alfreds Futterkiste","Obere Str. 57","Berlin","Western Europe","12209","Germany","0.0","21363","","","","United Package","45","Rogede sild","9.5","45","0.0","427.5","228.75"
"LILA-Supermercado","Carrera 52 con Ave. Bolívar #65-98 Llano Largo","Barquisimeto","South America","3508","Venezuela","ALFKI","Alfreds Futterkiste","Obere Str. 57","Berlin","Western Europe","12209","Germany","0.0","21363","","","","United Package","50","Valkoinen suklaa","16.25","19","0.0","308.75","228.75"
"LILA-Supermercado","Carrera 52 con Ave. Bolívar #65-98 Llano Largo","Barquisimeto","South America","3508","Venezuela","ALFKI","Alfreds Futterkiste","Obere Str. 57","Berlin","Western Europe","12209","Germany","0.0","21363","","","","United Package","51","Manjimup Dried Apples","53","43","0.0","2279.0","228.75"
"LILA-Supermercado","Carrera 52 con Ave. Bolívar #65-98 Llano Largo","Barquisimeto","South America","3508","Venezuela","ALFKI","Alfreds Futterkiste","Obere Str. 57","Berlin","Western Europe","12209","Germany","0.0","21363","","","","United Package","52","Filo Mix","7","5","0.0","35.0","228.75"
"LILA-Supermercado","Carrera 52 con Ave. Bolívar #65-98 Llano Largo","Barquisimeto","South America","3508","Venezuela","ALFKI","Alfreds Futterkiste","Obere Str. 57","Berlin","Western Europe","12209","Germany","0.0","21363","","","","United Package","56","Gnocchi di nonna Alice","38","11","0.0","418.0","228.75"
"LILA-Supermercado","Carrera 52 con Ave. Bolívar #65-98 Llano Largo","Barquisimeto","South America","3508","Venezuela","ALFKI","Alfreds Futterkiste","Obere Str. 57","Berlin","Western Europe","12209","Germany","0.0","21363","","","","United Package","57","Ravioli Angelo","19.5","48","0.0","936.0","228.75"
"LILA-Supermercado","Carrera 52 con Ave. Bolívar #65-98 Llano Largo","Barquisimeto","South America","3508","Venezuela","ALFKI","Alfreds Futterkiste","Obere Str. 57","Berlin","Western Europe","12209","Germany","0.0","21363","","","","United Package","58","Escargots de Bourgogne","13.25","2","0.0","26.5","228.75"
"LILA-Supermercado","Carrera 52 con Ave. Bolívar #65-98 Llano Largo","Barquisimeto","South America","3508","Venezuela","ALFKI","Alfreds Futterkiste","Obere Str. 57","Berlin","Western Europe","12209","Germany","0.0","21363","","","","United Package","60","Camembert Pierrot","34","37","0.0","1258.0","228.75"
"LILA-Supermercado","Carrera 52 con Ave. Bolívar #65-98 Llano Largo","Barquisimeto","South America","3508","Venezuela","ALFKI","Alfreds Futterkiste","Obere Str. 57","Berlin","Western Europe","12209","Germany","0.0","21363","","","","United Package","63","Vegie-spread","43.9","20","0.0","878.0","228.75"
"LILA-Supermercado","Carrera 52 con Ave. Bolívar #65-98 Llano Largo","Barquisimeto","South America","3508","Venezuela","ALFKI","Alfreds Futterkiste","Obere Str. 57","Berlin","Western Europe","12209","Germany","0.0","21363","","","","United Package","64","Wimmers gute Semmelknödel","33.25","2","0.0","66.5","228.75"
"LILA-Supermercado","Carrera 52 con Ave. Bolívar #65-98 Llano Largo","Barquisimeto","South America","3508","Venezuela","ALFKI","Alfreds Futterkiste","Obere Str. 57","Berlin","Western Europe","12209","Germany","0.0","21363","","","","United Package","67","Laughing Lumberjack Lager","14","24","0.0","336.0","228.75"
"LILA-Supermercado","Carrera 52 con Ave. Bolívar #65-98 Llano Largo","Barquisimeto","South America","3508","Venezuela","ALFKI","Alfreds Futterkiste","Obere Str. 57","Berlin","Western Europe","12209","Germany","0.0","21363","","","","United Package","75","Rhönbräu Klosterbier","7.75","19","0.0","147.25","228.75"
"LILA-Supermercado","Carrera 52 con Ave. Bolívar #65-98 Llano Largo","Barquisimeto","South America","3508","Venezuela","ALFKI","Alfreds Futterkiste","Obere Str. 57","Berlin","Western Europe","12209","Germany","0.0","21363","","","","United Package","77","Original Frankfurter grüne Soße","13","34","0.0","442.0","228.75"
